78.00582428550054,31.24690448565399,2.025015646517978,85.59315237407485,stress;;;;;;;;
80.02090682436507,55.27813163154557,1.40139922569618,88.50929828693972,stress;;;;;;;;
84.01529619233172,23.800182596875576,0.5704422506720822,28.893606414229755,rest;;;;;;;;
120.0107374261376,15.878407840405625,0.9141746444030551,24.194789793963743,stress;;;;;;;;
68.01986390685337,57.83947022297083,0.4393853759055891,63.94322776947468,rest;;;;;;;;
62.01213737264661,64.322423104012,1.3691339258290047,96.7515384040649,rest;;;;;;;;
98.01869869902593,15.262491804958252,1.5423624094631665,25.887439308246456,stress;;;;;;;;
68.01277025310198,41.050563617962666,0.410580157452265,33.669359362583855,rest;;;;;;;;
58.00809205404789,54.9083642903251,0.5342348520975063,50.44747834520416,rest;;;;;;;;
60.01472166696376,78.92990777182207,0.4865817947087273,65.49069550250923,rest;;;;;;;;
110.00443325424993,14.964997844405538,0.9750395198603679,31.81958493640902,stress;;;;;;;;
70.0106766611294,29.46321558198799,0.50240791665071,33.47933431972744,rest;;;;;;;;
122.03461276129752,15.62569480065496,0.9176373789858583,21.70769811904165,stress;;;;;;;;
68.01564322086026,53.6554589166875,0.4040551752420073,52.11954674238579,rest;;;;;;;;
70.00222586715786,48.85153885940832,0.3857914833865009,40.503973058731674,rest;;;;;;;;
78.02184602164455,38.398993924157615,1.0143209782279579,45.64144147752337,stress;;;;;;;;
68.00259085035738,41.844056050776175,0.466904807359844,43.2260484235972,rest;;;;;;;;
58.000779464388486,63.0217948013716,0.2329203679814323,52.66127063234453,rest;;;;;;;;
58.01001247923404,50.59053500122757,0.5022189592523172,45.980662603792815,rest;;;;;;;;
98.01907813741893,15.826091242984623,1.2244949442591704,20.186655694718475,stress;;;;;;;;
60.01465535414283,56.77446762671929,0.672420018465179,57.69699101662466,rest;;;;;;;;
86.00780658053506,58.818190389444894,1.5600922370899983,74.40044921912533,rest;;;;;;;;
78.02254317267406,21.89104041329872,0.8005252157139885,28.755779457107717,stress;;;;;;;;
84.00535693950727,47.88736775129582,1.3105259280034625,65.41626650719971,stress;;;;;;;;
76.01376569810677,24.212146379264624,0.4711466385574355,19.21853964374568,rest;;;;;;;;
70.00571265743228,43.56476357450104,0.4463402494588881,42.88652228188557,rest;;;;;;;;
62.00861513304516,66.9056116071577,0.40560671683565397,83.68821270499564,rest;;;;;;;;
92.02132747946823,21.725085555340996,0.9043793204313842,32.19884859029453,stress;;;;;;;;
106.02504325159772,16.5239740950574,0.9832318675899887,38.27288196689825,stress;;;;;;;;
58.01223691934197,75.1338390774954,0.6373758089481719,64.09999369961044,rest;;;;;;;;
86.00345711299623,24.96092177932283,1.2167889367621256,39.36772553458459,stress;;;;;;;;
58.00700348533749,75.30712850214957,0.6347610032384357,64.11422246545192,rest;;;;;;;;
84.00972297665047,18.598934565410264,0.9969482251603184,29.31400152174697,stress;;;;;;;;
86.00936656276393,58.64849480593718,1.5535438603491598,74.50277174337724,rest;;;;;;;;
74.01160795754618,28.31869551668418,0.30420634766395893,22.844387367291077,rest;;;;;;;;
68.01688623038093,42.06319224273199,0.558615932794169,40.652343242233876,rest;;;;;;;;
60.008314807960815,68.90946136658654,0.18154054838710681,53.45507375414315,rest;;;;;;;;
76.01090244267213,25.74475676974722,0.6718638984896821,39.47715789849477,rest;;;;;;;;
88.01269173853875,74.1061485574675,0.9570454080980104,93.43292932396147,stress;;;;;;;;
76.01275003037557,30.403061976279822,0.1760709501725433,19.36976259639538,rest;;;;;;;;
82.01808217062549,18.671786075166434,1.2495501744460407,30.598328810278893,stress;;;;;;;;
80.01576861551872,55.205731331673675,0.41820037454888753,57.696590987857824,rest;;;;;;;;
68.01603358259302,53.304768825236714,0.5386363198694711,69.69333738777613,rest;;;;;;;;
78.01144171680517,39.88283605922929,0.9550090182916424,45.28482765670605,stress;;;;;;;;
62.00981824882013,62.788137443021085,0.9183281516097495,98.66419594691943,rest;;;;;;;;
60.00919339832587,58.83667005525436,0.8339196062494304,61.928771640321905,rest;;;;;;;;
54.00579676859503,74.05950883847895,0.2800620055234987,46.59506385774983,rest;;;;;;;;
56.01706656029745,76.02070360933669,0.199400965094434,62.78672227380934,rest;;;;;;;;
104.0088205188414,21.51079883017663,1.3953576371538705,30.42572711477574,stress;;;;;;;;
58.00862367403067,78.5480954754461,0.902398411875277,63.95143184064828,rest;;;;;;;;
86.0271011534509,21.400335611534036,0.8634941436581138,29.610526020382032,stress;;;;;;;;
80.01085428621504,19.471055535056525,0.6827759949846101,21.921158362733344,rest;;;;;;;;
82.01852224928695,52.1615175218982,0.7482282842085589,67.15479485820933,rest;;;;;;;;
54.00774260893606,63.43173107670951,0.13672985146360497,42.6415500684587,rest;;;;;;;;
54.012392503194654,74.49073766954191,0.6882754611618656,60.45412235869836,rest;;;;;;;;
82.025427864907,22.6773339063228,1.7230902830536279,35.49313691050502,stress;;;;;;;;
84.01492088188289,20.65451571490924,1.5119800926978204,31.923627867905147,stress;;;;;;;;
94.01507404739782,16.129018823083506,1.2852828751312055,22.30344829231354,stress;;;;;;;;
82.01399390259638,44.21010561731738,0.8217477785551024,58.12584262110324,rest;;;;;;;;
94.00690917886166,14.6559165815358,1.6545749981973166,25.187391768919,stress;;;;;;;;
106.01154483317434,21.91332894986315,1.1141436853027855,34.41512810457502,stress;;;;;;;;
82.01215688983845,49.72808273307291,0.9502635435959671,63.50487290169166,rest;;;;;;;;
70.0160988630637,24.453891341289793,0.583888667993904,28.599285524970302,rest;;;;;;;;
124.02541242586113,62.670164539382434,0.5802728307294038,59.34160999541534,stress;;;;;;;;
88.00401031967142,19.68720686671638,1.8640281993690586,31.229167441163924,stress;;;;;;;;
66.00901879510191,46.2335236596244,0.3489550930352867,39.59506059255992,rest;;;;;;;;
62.01515471134372,63.664413762284845,0.8025414055661404,97.64810785388875,rest;;;;;;;;
78.01749159062118,22.088212220864346,0.7159183690687664,22.525915617743543,rest;;;;;;;;
88.01485693900891,19.293720134872302,1.9679060783663094,31.58388498546572,stress;;;;;;;;
74.00897195226486,49.043288763692395,1.2219273375677482,55.69414912251926,stress;;;;;;;;
68.00319400530329,26.667677217556733,0.9193953322595558,31.100282747642446,rest;;;;;;;;
54.011605085969855,64.77026729755485,0.23387398517594424,40.149320895917704,rest;;;;;;;;
76.0108341718584,23.297707107328993,0.30588887326891034,15.4326008079683,rest;;;;;;;;
76.01941792258779,23.705996018640626,0.4973591398668289,19.162995561661482,rest;;;;;;;;
94.02045256159715,15.621517160145185,1.3553284566999608,22.837700922703068,stress;;;;;;;;
54.00538812989057,70.39735493438464,0.4788411026985939,52.00884863405886,rest;;;;;;;;
78.00872652399184,60.59559827840039,1.4142402950549204,98.63941592336003,stress;;;;;;;;
74.0131792966152,50.02659440312299,0.9995328363507643,54.17642395632163,stress;;;;;;;;
86.0153021219414,18.5654589433631,1.2308305774661727,25.64716486890673,stress;;;;;;;;
76.01864744482066,24.394745056759124,0.4723243504952879,19.177136821651946,rest;;;;;;;;
104.0307969028523,21.704359557363496,1.3384363801881318,30.350782503391038,stress;;;;;;;;
72.00273638634211,31.378595569462963,1.5565137046300188,63.50943824254668,rest;;;;;;;;
70.02350698279098,22.075425078675387,0.6160581988862547,29.242788510179214,rest;;;;;;;;
88.02141265425168,19.11041839343876,1.993160437330904,31.371720390094342,stress;;;;;;;;
118.01566487657863,15.531623394877826,1.0670463118085214,28.80080923681069,stress;;;;;;;;
120.02600470336455,15.540668459922854,0.9047273799079779,22.183023970201255,stress;;;;;;;;
86.01368176015559,58.53489320499772,1.4972919986788535,74.90378924542291,rest;;;;;;;;
82.02014112743304,18.6212959672773,1.5667795810381315,34.84124368218018,stress;;;;;;;;
68.00936939254142,40.436645985424114,0.49136727636584876,43.37304024670278,rest;;;;;;;;
68.00013348287705,27.531667186972665,0.9315664465164176,31.250059951583296,rest;;;;;;;;
78.02225475903795,35.97291957603097,0.781841337721195,42.96271381378454,rest;;;;;;;;
70.01088923703239,61.56199240421245,0.39252031813319876,63.851418930788604,rest;;;;;;;;
74.00137382514673,36.37353176342625,0.7608422553331733,63.98470298647646,rest;;;;;;;;
84.01315055698832,59.52144617246856,0.9898866110184968,74.10099084212075,rest;;;;;;;;
80.02242526022216,55.30954592041582,3.0604288578474876,99.50680342876316,stress;;;;;;;;
84.00578824825377,23.716793919000775,1.0969631670823554,44.575313813561394,stress;;;;;;;;
74.01644161192175,25.97044553901548,0.8092177619568834,42.099900413190355,rest;;;;;;;;
90.02395528232827,29.752355598912718,0.7524722974359125,45.79039383322449,stress;;;;;;;;
90.02015541266174,28.130469711245137,1.4849492168414269,55.879802807717304,stress;;;;;;;;
90.01789925765536,18.905871871018885,1.889633097475605,29.08078204944641,stress;;;;;;;;
96.00267799218304,15.34760840528896,1.2873615577506383,28.31611339207086,stress;;;;;;;;
92.0117620562925,21.573989583025792,1.1146528608068282,29.257935029985116,stress;;;;;;;;
58.00278975871113,52.58634972165782,0.8085084169724629,55.419917869585035,rest;;;;;;;;
92.00306947140409,17.390163448476684,0.889915861157463,20.031200520828744,stress;;;;;;;;
80.01405835789184,17.795132605333492,0.1751242451730368,19.889525023442808,rest;;;;;;;;
88.00212121354453,40.75582358777474,2.570112963448926,65.10928990038362,stress;;;;;;;;
52.007599701370474,78.67460971852708,0.3136159474168223,53.86273247011552,rest;;;;;;;;
78.00679704763748,17.755763891640438,0.3116948512196381,19.226833061553094,rest;;;;;;;;
86.02335561035248,28.04320596671547,1.2464379695478123,89.59767266424205,stress;;;;;;;;
78.01865131895009,22.434618267586085,0.9624895151843299,28.388556678666383,stress;;;;;;;;
54.00785980167936,69.45362562698674,0.33945040593124515,54.15157232520121,rest;;;;;;;;
86.02495855619105,21.312028736720805,2.0184782772543906,30.60988949900971,stress;;;;;;;;
82.01436353150315,20.21725121131556,1.120611438411476,38.10461381750118,stress;;;;;;;;
78.00746230939085,21.213901411145304,0.6727655280689849,23.197200258299713,rest;;;;;;;;
68.00427711684779,55.477695486045384,0.5687509227463861,64.62220978354753,rest;;;;;;;;
78.0139071937582,24.29781758291141,0.7340987031843399,33.21653990327707,stress;;;;;;;;
82.01498936581966,36.30913998573436,0.7769609001398102,43.99441617088164,rest;;;;;;;;
54.01184508693351,69.70390151168165,0.45583770717542804,60.76813330904622,rest;;;;;;;;
88.01656818734872,24.133279074495597,1.248763829351594,35.549638186905355,stress;;;;;;;;
68.00942398958749,69.58710935056698,0.47991202205898753,67.21730039245641,rest;;;;;;;;
90.00555931096844,20.767097060240012,1.2510391938131065,29.716886689208952,stress;;;;;;;;
82.02355708524375,44.06390067368374,0.9453333955217927,62.050360015134146,rest;;;;;;;;
68.02016076958895,29.921296670458123,1.4703907498876243,46.00458230580146,rest;;;;;;;;
106.01282727953041,17.91059484839663,1.2994861399523847,27.314722741570964,stress;;;;;;;;
68.01394287472132,41.85433677689155,0.4884924177517839,36.5961922511961,rest;;;;;;;;
84.00895242725291,24.652623568485648,1.1735896691367882,44.96750822781446,stress;;;;;;;;
112.00439813718151,62.665554326139336,0.8238753591446722,66.325022888551,stress;;;;;;;;
78.01380301552236,33.16231018148228,0.725438798922425,35.850169872875085,rest;;;;;;;;
76.02078125328039,23.54546731658432,0.30531528836434124,15.433712489353933,rest;;;;;;;;
116.01169437036032,16.485760125438553,1.0552978356173404,29.210848802625673,stress;;;;;;;;
56.010014480795775,72.64505993116005,0.185812407484758,60.6965092167756,rest;;;;;;;;
92.02376998720273,27.884765600676808,1.2924925603596495,42.06441264031929,stress;;;;;;;;
88.02116915878521,18.36393492709565,2.0665754014562374,37.77318008244009,stress;;;;;;;;
76.02053831577336,27.659970829857162,0.4441584469045352,23.284762801161165,rest;;;;;;;;
76.0099321627984,44.176262682137974,1.2625447581000446,55.42546711654689,stress;;;;;;;;
58.00892153302437,78.55560416697004,0.73902763947445,55.975110152263,rest;;;;;;;;
90.01162011430381,21.472432074601407,1.4956677690163338,38.65150354752617,stress;;;;;;;;
52.017394510180296,74.10711108783923,0.2505336303678544,47.53845932725157,rest;;;;;;;;
70.00639592431025,21.604405628671223,0.5947468803950895,30.161954806200463,rest;;;;;;;;
84.01035064431841,33.00645882156532,0.8116970145644891,36.69229027862296,rest;;;;;;;;
98.02027724438243,18.409939877293002,1.6761340639906688,24.911788441855517,stress;;;;;;;;
66.00673501070979,45.17313052382612,0.49461938018654195,35.85235123994268,rest;;;;;;;;
70.01483381155795,66.83631246468414,0.3684376513034576,78.99459206974247,rest;;;;;;;;
80.02028280019465,18.69067818427213,0.7561457851140537,23.168763101376282,rest;;;;;;;;
88.00574912435056,56.35341457064751,1.7038550270083619,79.54506724735204,stress;;;;;;;;
70.01444367511235,47.33028484657969,0.34132549955818364,40.53746450768728,rest;;;;;;;;
92.03096512930134,29.677228859625547,0.7007137918033044,45.47589754178367,stress;;;;;;;;
74.01561262122944,28.634259385010967,0.3173801144241071,22.573313775629384,rest;;;;;;;;
76.00630803008667,28.290440056333004,0.2550897737080017,20.08982647778978,rest;;;;;;;;
96.02776529118884,13.951183301627582,1.629580051545231,22.83757523571426,stress;;;;;;;;
90.01407199549854,17.903975520733045,0.631839519574244,16.856364788979437,rest;;;;;;;;
96.02876685728963,16.136409816970687,1.0064951309863828,21.675919736590757,stress;;;;;;;;
70.01689253507917,66.42545326772807,0.43461854456639637,81.27191485638954,rest;;;;;;;;
90.01503217912658,26.653504303260625,1.8694179771322992,51.0936469097589,stress;;;;;;;;
74.01482247918172,47.262542697502,2.2462190620225324,90.08273987921618,stress;;;;;;;;
86.01485155951963,16.749571056659722,1.481630859927309,32.98344736163102,stress;;;;;;;;
54.0086956196194,63.06187683900326,0.16678508368019326,38.19630420713873,rest;;;;;;;;
82.01589684254402,18.35895616607189,1.223427049916334,30.733718360670352,stress;;;;;;;;
82.0202128472344,20.08013466821965,1.157265351897044,28.678327845649093,stress;;;;;;;;
80.00602958344246,56.33299259123731,1.044572569987099,70.98547152081214,rest;;;;;;;;
78.01462528702335,29.887751541511424,0.3402252679700133,29.750479207672008,rest;;;;;;;;
96.0158015506944,15.314378616810131,1.2758022498889667,28.287888387853247,stress;;;;;;;;
58.005465911303446,76.20639068807755,0.6069234088913541,56.36858448866948,rest;;;;;;;;
84.0147218752116,38.595522309559904,0.7122578832593297,49.527629642718466,rest;;;;;;;;
86.00534640804612,50.71322568666862,1.9418034469285541,67.79051215887984,stress;;;;;;;;
68.01541452070781,55.052764174315435,0.4274742655781079,53.11088121500808,rest;;;;;;;;
104.01706543206218,20.91332719316651,1.4620015998231666,34.219450593771505,stress;;;;;;;;
74.02073806984565,40.21219751620824,0.9962208283893838,78.09795526594448,rest;;;;;;;;
92.01097075616738,16.67290316835203,0.849028890920649,18.74030668470805,stress;;;;;;;;
90.01640380334244,29.04746771841852,1.3816245445093047,56.614806328218734,stress;;;;;;;;
118.0402200730277,15.468678012825846,0.940571381872984,30.465559514146435,stress;;;;;;;;
76.01002822302618,51.42454365641897,1.3350645074315861,59.994869133351976,stress;;;;;;;;
82.02500662230696,18.293983648978895,1.2508632508686346,31.157329022752258,stress;;;;;;;;
90.01917150623022,21.385638318411853,1.1866779613087135,49.17605463535082,stress;;;;;;;;
82.01096724308181,53.0278514530061,1.3689001809900896,84.21745598268468,stress;;;;;;;;
124.01474527203254,16.366829647718774,0.7096279650459557,20.157964914404108,stress;;;;;;;;
70.01788214572775,59.39192380874626,0.6547456656055098,73.9492914853555,rest;;;;;;;;
108.01328221572021,19.913180889281517,0.8524405111732387,35.15326351440171,stress;;;;;;;;
84.01466577954172,21.654306361593765,1.184561355571131,32.35626809822129,stress;;;;;;;;
112.02361477519601,62.67854484148517,0.7544962107576202,66.97197237410946,stress;;;;;;;;
76.0151215752615,28.543359912719467,0.2780758775123895,20.048125956976797,rest;;;;;;;;
70.01667324381728,57.43287282220586,0.6297505825057759,73.11430928264694,rest;;;;;;;;
70.01734614953612,28.604013125933978,0.9282877263520714,46.09808415156038,rest;;;;;;;;
104.03428947200197,16.93436483148979,2.3983229481424417,45.7228926624036,stress;;;;;;;;
122.02482310451671,62.894184033099165,0.5479688117942522,58.47967630582164,stress;;;;;;;;
90.01458499716855,20.426991847442284,0.7899276978961614,31.320728171431032,stress;;;;;;;;
60.005472205428624,59.40798414453785,0.7974680406015384,62.39038284691918,rest;;;;;;;;
66.0122608546292,46.944805186707285,0.3688923332919879,40.463611953277024,rest;;;;;;;;
76.01604666893975,31.03771114663639,0.3166737071889662,27.196775514224644,rest;;;;;;;;
82.01839185511736,19.9625313700547,2.0040805397498413,37.99220762701684,stress;;;;;;;;
58.01040718501244,79.05641014837836,0.615797746428863,61.15556749697598,rest;;;;;;;;
90.00581397418962,18.278340264763592,0.6179637031182617,16.687422453687976,rest;;;;;;;;
80.0197141260933,23.6226469124389,0.4036874387442423,19.296333206106333,rest;;;;;;;;
84.00745143227121,50.4422223673016,1.7668795983194612,84.79052833887141,stress;;;;;;;;
82.02166748227374,24.307532982296483,0.9470910216249855,44.61779547234442,stress;;;;;;;;
62.010035120210276,71.49305375148924,0.3911437946023445,88.72319875218827,rest;;;;;;;;
80.00512855344543,22.544641019282796,1.041835747759858,30.621219611222656,stress;;;;;;;;
74.01630570089017,30.07887187594834,0.24808036861815308,19.865174600294814,rest;;;;;;;;
116.02386606316043,15.76556495632176,1.3954232674167153,26.598166169326383,stress;;;;;;;;
82.00645928397134,50.828753191324324,1.8559725579709647,76.83340047722143,stress;;;;;;;;
76.0169645339733,29.755926646243832,0.3011520120985842,30.07411288235484,rest;;;;;;;;
116.02839640352921,16.90553592255192,1.2258020354873493,25.733683499264984,stress;;;;;;;;
118.00206033807248,62.75122991897717,0.5870921326921328,57.38442819142843,stress;;;;;;;;
58.00842863798768,78.84272606836458,0.6399596144210202,61.05798406288805,rest;;;;;;;;
92.02034583124615,27.564951427722548,1.6208386708145637,55.22040929072523,stress;;;;;;;;
70.0129521807102,43.87446785873985,0.4370744976654532,36.586249813062224,rest;;;;;;;;
70.00380592375046,67.33812284465343,0.38403077719407847,77.25835269777492,rest;;;;;;;;
84.01459632786371,37.60243343058122,0.5202717840590801,40.05134556090123,rest;;;;;;;;
116.01560777193994,17.454070496577394,0.9843226840508175,22.135380260918264,stress;;;;;;;;
74.01393645760594,46.914820393089165,2.157838690641651,91.2919759519115,stress;;;;;;;;
58.0092756480061,78.69454457489513,0.35202934639778394,58.706380695483034,rest;;;;;;;;
68.00992725955614,25.423426148618947,0.5835074532212939,29.79178624229903,rest;;;;;;;;
68.00714774552128,52.06221161592128,0.4692399453280909,54.73011054248456,rest;;;;;;;;
78.0155951679966,21.92533746587868,0.6759699975766217,22.29728105375393,rest;;;;;;;;
90.01173458492066,21.43113297808625,1.1272553614353509,29.368679396877944,stress;;;;;;;;
114.01503417847228,16.50957497550862,1.0573589357142352,26.395158440410633,stress;;;;;;;;
58.00857387746949,76.30054393104321,0.9432695440553419,62.808080319558464,rest;;;;;;;;
84.00109750274257,21.99732835381807,1.7022243588004493,34.986080333289124,stress;;;;;;;;
104.01231822622782,21.680968693053103,1.3140232227225974,31.643072777709836,stress;;;;;;;;
78.01138715066747,40.23293280977418,0.9544627703918289,45.35236973527482,stress;;;;;;;;
62.01065124039055,71.13590519381991,0.43308001628205656,90.66750369870547,rest;;;;;;;;
66.0018678716937,20.162219070309625,0.6515359378655603,21.386164543115278,rest;;;;;;;;
78.01178275689519,19.009983800656073,0.7550053331151618,22.032506638634374,rest;;;;;;;;
112.02010375645183,18.735561656496536,1.3700090645096648,22.194694576219455,stress;;;;;;;;
86.02042136213716,21.604576898819584,1.128399779211789,32.72753668399931,stress;;;;;;;;
78.01386812688715,30.411100015473572,0.3442588222546523,26.97305938669609,rest;;;;;;;;
86.01508128423129,21.42656760688732,1.7379758245026655,33.49976824567946,stress;;;;;;;;
58.007405527133955,49.354541234506335,0.45543886103570647,46.09671525102229,rest;;;;;;;;
96.01165607816569,14.998049785146137,1.8489686260107256,21.928885020198067,stress;;;;;;;;
86.0180117493756,32.6549443998773,0.9223285876150609,38.1711593027552,rest;;;;;;;;
70.00875129420835,72.55548447648877,0.45264911027848354,72.93474881317327,rest;;;;;;;;
66.01656590357143,45.594331645499224,0.3457538501932988,39.421747099821864,rest;;;;;;;;
118.01946964383814,17.521358667031564,1.0691435441722865,21.435772610597475,stress;;;;;;;;
70.01797621028793,71.80148698252134,0.4690965428973276,73.06079306331543,rest;;;;;;;;
66.00798469809763,58.98435175476039,0.6917095586588689,68.52686471932859,rest;;;;;;;;
84.02459921984705,23.236836278099712,1.2032189650837388,34.37267053445522,stress;;;;;;;;
80.02105885619294,21.963179128781007,0.7862096198820175,31.174065366188174,stress;;;;;;;;
58.00779235930641,75.68425149736352,0.6506274717158206,55.78919698053684,rest;;;;;;;;
68.01680458721324,49.72685310396842,0.7689415666798384,56.829829518715464,rest;;;;;;;;
120.02685766382521,15.74820866954497,0.8352328444731123,24.220444884470368,stress;;;;;;;;
82.0149319972765,49.72856448419247,1.8822867525080382,76.29447012191916,stress;;;;;;;;
78.01406284152168,17.571446414122754,0.29487224849152677,19.302865934175067,rest;;;;;;;;
70.0115492322238,24.624136648184525,0.4559421952578754,28.599419952421083,rest;;;;;;;;
58.01080143504774,52.425198072273425,0.6102793021778969,52.71117367338866,rest;;;;;;;;
100.03040204576997,30.948152306433048,2.8957474595563983,75.39750156132463,stress;;;;;;;;
88.01861603600634,29.753293647341376,2.005569943362756,57.34852551328169,stress;;;;;;;;
122.03514632914731,15.734988446521898,0.747130413785698,19.97347354264139,stress;;;;;;;;
84.0169797881128,55.13511957427036,0.9957539620240363,69.46065088361394,rest;;;;;;;;
114.01979752013064,16.131708179105843,0.8240811542334887,33.02310689574925,stress;;;;;;;;
86.01932252368238,58.84098051639172,1.584464948078315,74.87300718200659,rest;;;;;;;;
82.01251476841036,57.206644646260514,1.2182252702452714,74.34173064514532,rest;;;;;;;;
74.01009256981536,29.02233064521966,0.39679786207198764,21.256074900714758,rest;;;;;;;;
70.01193711041425,55.414691454695415,0.23917598485075128,54.374049455820646,rest;;;;;;;;
106.00574893340048,20.71180858697582,1.1254413889813568,34.164259552911666,stress;;;;;;;;
116.01912397265686,17.657371572847545,1.0052948318079742,21.96389693422752,stress;;;;;;;;
60.00788696952424,57.5243671170242,0.7664484501908904,59.62625436017201,rest;;;;;;;;
68.01871649455951,50.98429108042816,0.5083338549424598,52.498525296503246,rest;;;;;;;;
90.00585331835495,26.774973284212276,1.4288156680222004,57.09338650915436,stress;;;;;;;;
78.01713809739869,18.176681643085864,0.4758123438245024,20.383743120486482,rest;;;;;;;;
74.0138576227167,28.788522629064968,0.3974485870398252,22.027808109932906,rest;;;;;;;;
